"EmployeeId","age","volturn","Gender","npjc","salary"
263,59,0,"Male",0,74082.8
264,42,0,"Female",0,113162
265,60,0,"Male",0,85733.65
266,53,0,"Male",0,87309.44
267,46,0,"Male",1,80210.58
268,47,0,"Female",0,46999.6
269,48,0,"Female",0,48288.53
270,52,0,"Female",0,61269.12
271,53,0,"Female",1,83284.58
272,56,0,"Male",0,102120.42
273,60,0,"Female",0,40996.06
274,58,0,"Male",0,123158.92
275,51,0,"Female",0,67844
276,56,0,"Female",0,44520.05
277,47,0,"Female",0,98162
278,54,0,"Female",NA,89792.72
279,44,0,"Female",0,78294.6
280,52,0,"Female",0,57705.85
281,50,0,"Male",0,88604.67
282,54,0,"Female",0,45293.71
283,45,0,"Female",0,116312
284,47,0,"Male",0,51642.71
285,47,0,"Male",1,59674.52
286,67,0,"Female",0,65393.53
287,43,0,"Female",0,85162
288,46,0,"Female",0,67112.05
289,51,0,"Male",0,46335.86
290,52,0,"Female",0,68809.57
291,53,0,"Female",0,55603.84
292,50,0,"Female",0,100162
293,48,0,"Female",0,45743.91
294,51,0,"Female",0,74458.9
295,49,0,"Female",0,74637.66
296,60,0,"Female",0,65885.71
297,43,1,"Female",0,62392.2
298,52,0,"Female",0,69588.37
299,60,0,"Female",1,92720.35
300,43,0,"Female",0,82295.51
301,45,0,"Female",0,41223.69
302,44,0,"Female",0,44540.53
303,52,0,"Female",0,67125
304,52,0,"Female",0,71221.68
305,56,0,"Male",0,105157.72
306,47,0,"Male",0,126057.42
307,43,0,"Female",0,134916.37
308,49,0,"Male",0,60582.96
309,45,1,"Female",0,113504.26
310,40,0,"Female",0,55323.6
311,46,0,"Female",0,76822.2
312,61,0,"Female",0,74246.06
313,43,0,"Male",0,98982.11
314,50,0,"Female",0,123402
315,45,0,"Female",0,98940.57
316,49,0,"Male",0,92793.18
317,49,0,"Male",0,46573.19
318,42,0,"Female",0,84395.72
319,43,0,"Female",0,111513.24
320,49,0,"Male",0,80564.06
321,41,0,"Male",0,106144.52
322,48,0,"Male",0,94716
323,59,0,"Male",0,77485.62
324,38,0,"Female",0,53336.26
325,42,0,"Female",0,52814.88
326,52,0,"Male",0,52852
327,66,0,"Male",0,48397.73
328,41,0,"Female",0,53526.23
329,43,0,"Female",0,88936
330,45,0,"Male",0,85346.66
331,56,0,"Male",0,57429.04
332,44,0,"Female",0,81820.03
333,68,1,"Female",0,60170.07
334,47,0,"Male",0,55954.5
335,44,0,"Male",0,73121.34
336,47,0,"Male",0,82162
337,48,0,"Female",0,46662
338,52,0,"Male",0,56106.64
339,43,0,"Female",0,51646.36
340,40,0,"Male",0,57662.37
341,44,0,"Male",NA,91057.77
342,50,0,"Female",0,59873.02
343,44,0,"Female",0,70795.46
344,44,0,"Female",NA,87372.13
345,46,0,"Male",NA,64432.68
346,47,0,"Male",0,80162
347,43,0,"Male",0,89919.25
348,44,0,"Male",0,82196.12
349,42,0,"Female",0,39843.88
350,44,0,"Female",0,72277.75
351,41,0,"Female",0,56772.29
352,43,0,"Male",0,111462
353,42,0,"Female",0,105257.58
354,41,0,"Female",0,62773.27
355,44,0,"Female",0,69012
356,58,0,"Female",0,47694.21
357,46,0,"Female",0,42300.86
358,41,0,"Female",0,70218.73
359,44,0,"Male",0,43002
360,44,0,"Male",0,36162
361,42,0,"Female",0,75086.83
362,51,0,"Female",0,55162
363,49,0,"Female",0,93058.76
364,42,0,"Male",0,99000
365,43,0,"Female",0,43387.56
366,55,0,"Male",0,47397.12
367,45,0,"Female",0,78702
368,49,0,"Female",0,46183.02
369,43,0,"Male",0,108624.55
370,38,0,"Female",0,85929.5
371,41,0,"Female",0,82749.65
372,41,0,"Female",0,66465.65
373,58,0,"Male",0,56343.6
374,61,0,"Male",0,73945.14
375,59,0,"Male",NA,43934.93
376,55,0,"Male",0,99093.12
377,56,0,"Male",0,75136.58
378,58,0,"Male",0,58187.02
379,64,0,"Male",0,68704.9
380,45,0,"Female",0,65879.28
381,56,0,"Male",0,74047.26
382,59,0,"Male",0,91970.11
383,42,0,"Female",0,58031.9
384,43,0,"Male",0,57662.37
385,42,0,"Male",0,72064.99
386,43,0,"Male",0,91655.21
387,51,0,"Female",0,74336.4
388,46,0,"Female",0,53208.96
389,43,0,"Female",NA,45202.13
390,64,0,"Female",NA,43968.65
391,59,0,"Female",0,73162.8
392,56,0,"Male",1,51181.08
393,46,0,"Female",0,46880.3
394,42,0,"Female",0,89124.76
395,43,0,"Female",0,43997.51
396,45,0,"Male",0,70374.02
397,50,0,"Female",0,90289.11
398,59,0,"Male",0,65816.85
399,57,0,"Male",0,90608.06
400,53,0,"Male",0,63387.26
401,55,0,"Male",0,106445.54
402,57,0,"Male",0,59032.76
403,42,0,"Male",0,88602.52
404,51,0,"Female",0,56362
405,44,0,"Female",0,45113.99
406,45,0,"Male",0,30162
407,38,0,"Female",0,61159.37
408,46,0,"Female",0,49352.3
409,43,0,"Male",0,45611.96
410,38,0,"Female",NA,86128.81
411,46,0,"Male",0,114514.2
412,41,0,"Male",NA,69518.07
413,55,0,"Male",0,91051.34
414,44,1,"Male",NA,65845.7
415,48,0,"Female",0,74499.58
416,39,0,"Female",0,51430.38
417,41,0,"Female",0,76025.32
418,49,0,"Female",0,45833.75
419,54,0,"Female",0,49741.53
420,55,0,"Female",0,48095.6
421,37,0,"Female",0,50354.97
422,46,0,"Female",0,64736.15
423,43,0,"Female",0,75817.35
424,44,0,"Female",0,69153.19
425,44,0,"Male",1,91962
426,49,0,"Male",0,38482.47
427,40,0,"Female",NA,64894.27
428,45,0,"Male",0,71212
429,40,1,"Female",0,136971.75
430,44,1,"Female",0,97062
431,61,0,"Female",0,56362
432,50,0,"Male",0,51464.11
433,47,0,"Female",0,66120.69
434,49,0,"Male",0,87282.5
435,48,0,"Male",0,54335.96
436,44,0,"Male",0,50332.73
437,39,0,"Female",1,70162
438,46,0,"Male",0,66586.3
439,51,0,"Female",0,51343.34
440,48,0,"Female",0,61828.47
441,59,0,"Female",0,45042.02
442,43,0,"Female",0,82589.22
443,49,0,"Male",0,55242
444,46,0,"Female",0,54248.79
445,44,0,"Male",0,50245.25
446,43,0,"Female",0,95819.13
447,50,0,"Female",0,76527.36
448,49,0,"Male",0,54114.94
449,39,0,"Female",0,81645.48
450,44,0,"Male",0,42638.39
451,45,0,"Female",0,51538.28
452,57,0,"Male",0,46227.68
453,50,0,"Female",0,62498.18
454,51,0,"Male",0,78162
455,57,0,"Female",0,64316.65
456,45,0,"Male",0,66500.6
457,43,0,"Female",0,47380.37
458,57,0,"Female",0,48983.24
459,41,0,"Female",0,55562
460,39,0,"Female",0,51929.01
461,43,0,"Male",0,94512
462,40,0,"Female",0,77787
463,54,0,"Male",0,54437.34
464,36,0,"Female",0,59672.88
465,40,0,"Male",0,63315.3
466,45,0,"Female",0,56897.88
467,39,0,"Female",0,64066.58
468,44,0,"Male",NA,68162
469,45,0,"Female",0,51301.62
470,46,0,"Female",0,58937.82
471,48,0,"Female",0,78970.5
472,63,0,"Female",0,50722.11
473,48,0,"Male",0,74377.86
474,42,0,"Female",0,78362
475,45,0,"Male",0,112838.61
476,48,0,"Male",0,73156
477,38,0,"Male",0,66814.19
478,49,0,"Female",1,41155.26
479,50,0,"Female",0,48490.29
480,50,0,"Male",0,51705.88
481,50,0,"Male",0,92662
482,42,0,"Female",0,72846.95
483,46,0,"Female",0,46391.21
484,41,0,"Male",0,99237.15
485,55,0,"Female",0,90316.57
486,49,0,"Male",0,77160.15
487,56,0,"Male",0,31297.5
488,41,0,"Male",0,62586
489,41,0,"Female",0,85054.8
490,43,0,"Male",0,78081.76
491,43,0,"Female",0,94635.47
492,41,0,"Male",0,45752.81
493,43,1,"Male",0,75912
494,37,1,"Female",0,72276
495,43,0,"Male",0,61832.75
496,50,1,"Female",0,41146.99
497,49,0,"Female",0,46691.56
498,41,0,"Female",0,72193.51
499,42,0,"Female",0,51547.63
500,51,0,"Male",0,52184.74
501,50,0,"Female",0,66462
502,45,0,"Male",0,51702.75
503,44,0,"Male",0,53433.81
504,44,0,"Male",0,78545.66
505,54,0,"Male",0,46621.61
506,35,0,"Male",0,49646.69
507,39,0,"Male",0,68162
508,42,0,"Female",0,94716
509,41,0,"Female",0,78768.02
510,63,0,"Female",0,46460.79
511,51,0,"Male",1,82428.06
512,41,0,"Female",0,63834.48
513,39,0,"Female",NA,65803.93
514,49,0,"Female",0,58433.36
515,47,0,"Female",0,47115.06
516,44,0,"Male",NA,85162
517,51,0,"Female",0,45675.86
518,37,0,"Female",0,82561.68
519,40,0,"Female",0,62921.81
520,44,0,"Female",1,46241.32
521,57,0,"Female",0,56362
522,52,1,"Male",0,81636.38
523,44,0,"Male",0,70917.41
524,44,0,"Male",0,95656.77
525,41,0,"Male",0,73262
526,37,0,"Female",NA,60517.03
527,44,0,"Female",0,63661.51
528,44,0,"Female",0,56343.6
529,46,0,"Male",0,47622.94
530,44,1,"Female",0,57486
531,44,0,"Male",0,86311.2
532,39,0,"Female",0,106591.44
533,52,1,"Male",0,74489.92
534,43,0,"Male",0,62893.47
535,62,0,"Female",0,54968.9
536,44,0,"Female",1,75912
537,41,0,"Female",0,62401.85
538,43,0,"Female",0,75913.26
539,56,0,"Female",0,76335.25
540,42,0,"Female",0,54162
541,42,0,"Female",0,90011.25
542,40,0,"Female",0,46540.39
543,42,1,"Male",0,83394
544,43,0,"Male",0,104202
545,42,0,"Male",0,60162
546,47,0,"Male",0,53677.45
547,36,0,"Male",0,84162
548,43,0,"Male",0,86707.28
549,38,0,"Female",0,38832.29
550,50,0,"Female",0,61742.62
551,37,0,"Male",0,83190
552,38,0,"Female",0,53689.8
553,45,0,"Female",0,57362.17
554,49,0,"Female",0,50162
555,45,0,"Female",1,21177.73
556,50,0,"Male",0,72840.06
557,50,0,"Female",1,70687
558,45,0,"Female",1,54485.11
559,55,0,"Male",0,60545.31
560,37,0,"Male",NA,89479.41
561,41,1,"Female",0,93798
562,46,0,"Female",0,53285.2
563,52,0,"Female",0,53843.5
564,67,0,"Male",0,80926.88
565,54,0,"Male",0,98271.72
566,64,0,"Male",0,91733.06
567,45,0,"Female",0,99009.69
568,56,0,"Female",0,52182.74
569,55,0,"Female",NA,91239.18
570,51,0,"Female",0,54700.53
571,45,0,"Female",0,133319.05
572,46,0,"Male",0,97442.94
573,61,0,"Male",1,21644.66
574,45,1,"Male",0,23452
575,43,1,"Male",0,79202
576,47,0,"Female",0,57211
577,41,1,"Male",0,86274
578,42,0,"Male",0,55587.2
579,41,0,"Male",0,54538.15
580,53,0,"Female",0,53792.99
581,39,0,"Female",0,56362
582,40,0,"Female",0,43653.49
583,40,0,"Male",0,53683.31
584,39,0,"Female",NA,70936
585,53,0,"Female",0,52718.43
586,51,0,"Male",0,97519
587,42,0,"Female",0,75162
588,43,0,"Male",0,47452.87
589,43,0,"Female",1,78162
590,50,0,"Male",0,107739.36
591,44,0,"Female",0,41067.31
592,44,0,"Female",0,47195.46
593,53,0,"Female",0,50007.68
594,41,0,"Male",0,93165.25
595,46,0,"Female",0,113369.8
596,44,1,"Male",0,47008.86
597,38,0,"Male",0,64115.7
598,51,0,"Female",0,58594.57
599,35,0,"Male",0,60485.98
600,35,0,"Female",0,61500.84
601,37,0,"Male",0,59945.65
602,38,0,"Female",0,43858.8
603,45,0,"Male",NA,53692
604,43,0,"Male",0,71245.49
605,58,0,"Female",0,58714
606,35,0,"Female",0,69710.35
607,45,0,"Male",0,82580
608,39,1,"Female",0,77365.84
609,38,0,"Female",0,93563.91
610,52,0,"Female",0,71552.17
611,37,0,"Female",0,60162
612,39,0,"Male",NA,58074
613,38,0,"Male",0,60851.52
614,50,0,"Female",0,72157.68
615,46,0,"Male",0,64656.45
616,43,0,"Male",0,46233.22
617,40,0,"Female",0,56216.09
618,44,0,"Male",0,20172.04
619,42,0,"Male",0,51162
620,37,1,"Male",0,70733.25
621,40,0,"Female",0,48160.13
622,42,0,"Male",0,71920.35
623,62,0,"Female",0,51457.06
624,45,0,"Male",0,95775.64
625,43,0,"Female",0,70889.89
626,42,0,"Female",NA,60162
627,39,0,"Female",0,81762
628,38,0,"Male",0,81048
629,35,0,"Male",0,59228.83
630,40,0,"Male",0,55485.21
631,36,0,"Female",0,45819.86
632,39,0,"Male",0,71212
633,43,0,"Female",0,46546.48
634,53,0,"Female",0,46325.04
635,57,0,"Male",0,46903.5
636,38,0,"Female",0,50057.72
637,52,0,"Male",0,108162
638,56,0,"Female",0,52798.91
639,56,0,"Female",0,57704.22
640,47,0,"Female",0,121060.08
641,57,0,"Female",0,45859.6
642,40,0,"Male",0,46962
643,39,0,"Female",0,77446.76
644,38,0,"Female",0,56362
645,39,0,"Female",0,73662
646,43,0,"Female",0,43002
647,44,0,"Male",1,81523.36
648,42,0,"Female",0,77301.95
649,36,0,"Female",0,75912
650,57,0,"Male",0,42162
651,40,0,"Female",0,45634.6
652,40,0,"Male",0,36912
653,38,0,"Male",0,76662.29
654,38,0,"Female",0,48498.98
655,53,0,"Female",0,61998.26
656,42,0,"Male",0,97000.8
657,40,0,"Female",0,57370.84
658,38,0,"Male",0,75910.26
659,60,0,"Male",0,63749
660,50,0,"Male",0,70755.63
661,44,0,"Male",0,75028.06
662,42,0,"Male",0,52277.04
663,50,0,"Female",0,48162
664,60,0,"Female",0,71989.22
665,38,0,"Female",0,72991.04
666,61,0,"Female",0,100976.76
667,45,0,"Female",1,101288.88
668,43,0,"Male",0,25009.2
669,59,0,"Female",0,52702.2
670,39,0,"Male",0,61211.61
671,56,0,"Male",0,96162
672,45,1,"Male",0,43467.6
673,35,0,"Female",1,48660.37
674,38,0,"Male",0,69182.61
675,46,1,"Female",1,65162
676,54,0,"Male",0,93475.11
677,45,0,"Female",0,68190.05
678,43,0,"Female",NA,72462.85
679,46,0,"Female",0,86515.2
680,43,0,"Female",0,74802.82
681,44,0,"Female",0,80432.88
682,47,0,"Male",0,86862
683,56,0,"Female",0,40162
684,45,0,"Female",0,49862.43
685,61,0,"Male",NA,53232.96
686,50,0,"Male",0,53865
687,63,0,"Female",0,40448.38
688,44,0,"Male",0,80379.9
689,42,0,"Female",0,91162
690,39,1,"Female",0,38922
691,51,0,"Female",0,76009.2
692,40,0,"Male",0,61726.39
693,48,0,"Male",0,79926
694,50,0,"Female",0,62758.87
695,39,0,"Female",0,74810.7
696,43,0,"Female",0,75903.12
697,46,0,"Female",0,79545.27
698,44,1,"Female",0,48144.55
699,35,0,"Female",NA,75162
700,41,0,"Female",0,78909.37
701,40,0,"Female",0,58347.93
702,39,0,"Male",0,50868.35
703,36,0,"Male",0,44732.61
704,49,0,"Female",0,48020.4
705,39,1,"Male",0,55262
706,37,0,"Male",0,39206.58
707,36,0,"Female",0,44732.74
708,46,0,"Male",0,88466.04
709,40,0,"Female",0,51202.86
710,38,0,"Male",0,40716.91
711,41,0,"Male",0,80319.92
712,45,0,"Male",0,69312.9
713,36,0,"Female",NA,45178.89
714,37,0,"Female",NA,40562
715,56,0,"Male",NA,74117.27
716,38,0,"Male",0,61726.39
717,34,0,"Male",0,52702.2
718,41,0,"Male",0,41782.08
719,40,0,"Male",0,107262
720,47,0,"Female",0,48907.88
721,40,0,"Female",0,51948.95
722,48,0,"Male",0,66510.45
723,35,0,"Female",0,70332.44
724,34,0,"Male",0,43794
725,39,0,"Male",0,47578.95
726,41,0,"Male",0,85098.09
727,61,0,"Female",0,45522
728,39,1,"Female",0,91268.4
729,49,0,"Female",0,42095.24
730,48,0,"Female",0,53313.63
731,43,0,"Female",0,46705.48
732,50,0,"Female",0,55660.04
733,37,0,"Female",0,51677.57
734,40,0,"Female",1,84638.4
735,50,0,"Male",0,96552
736,48,0,"Female",1,72990
737,42,0,"Female",0,79880.1
738,51,0,"Male",0,65162
739,53,0,"Female",0,75030.34
740,55,0,"Female",0,47481.62
741,61,0,"Female",0,51419.5
742,58,0,"Male",0,75490.34
743,60,0,"Female",0,45780.42
744,58,0,"Male",0,108589.58
745,47,0,"Male",0,61970.3
746,52,0,"Male",0,64000.06
747,46,0,"Male",0,68758.49
748,47,0,"Male",0,67783.16
749,47,0,"Female",0,78111.46
750,44,0,"Male",0,96546.22
751,46,0,"Male",0,87724.45
752,56,0,"Male",0,62062.98
753,46,0,"Male",0,80023.1
754,46,0,"Male",0,65951.26
755,51,0,"Female",0,60198.73
756,48,0,"Female",0,46837.2
757,51,0,"Male",0,57351.51
758,57,0,"Female",0,81606.09
759,67,1,"Female",0,47888.2
760,54,0,"Male",0,67725.38
761,50,0,"Male",0,86949.8
762,68,1,"Male",0,68427.6
763,52,0,"Male",0,81541.32
764,55,0,"Female",0,46324.55
765,53,0,"Male",0,80988.66
766,53,0,"Male",0,71103.38
767,56,0,"Female",0,57414.31
768,48,0,"Male",0,72978.81
769,58,0,"Female",0,61492.51
770,53,0,"Male",0,62769
771,50,0,"Female",0,52892.73
772,56,0,"Male",0,47835.6
773,53,0,"Male",0,62214.87
774,44,0,"Female",0,68751.9
775,47,0,"Female",0,56107.24
776,37,0,"Female",0,60484.38
777,39,0,"Male",0,79608.6
778,32,0,"Male",0,52182
779,32,0,"Male",0,34672
780,40,0,"Male",0,90003.6
781,44,0,"Female",0,39624.34
782,37,0,"Male",0,58357
783,38,0,"Male",0,52682
784,35,0,"Female",0,44975.7
785,39,0,"Male",0,56362
786,33,0,"Female",0,98757.75
787,32,0,"Male",0,52762.8
788,34,0,"Male",0,53222.4
789,35,0,"Female",0,56362
790,33,0,"Female",0,69522
791,32,0,"Female",0,48012
792,36,1,"Male",0,40737.6
793,39,1,"Female",0,60777.5
794,32,0,"Female",0,45594.39
795,38,0,"Female",0,60762
796,33,0,"Male",0,65162
797,43,0,"Female",NA,76161.11
798,54,0,"Female",0,56924
799,35,0,"Male",0,90061.12
800,31,0,"Male",0,68674.5
801,29,0,"Male",0,31677.94
802,36,0,"Male",0,37532
803,35,0,"Female",0,55303.2
804,35,1,"Female",0,38820
805,42,0,"Male",0,50662
806,31,0,"Male",0,75162
807,31,0,"Male",0,69062
808,47,0,"Male",NA,40362
809,29,0,"Male",0,50162
810,41,0,"Male",0,81160.58
811,40,1,"Male",0,93049.33
812,53,0,"Female",0,54832
813,35,1,"Male",0,48132.3
814,33,1,"Male",0,45557.53
815,30,1,"Male",0,31987.22
816,38,0,"Female",0,61398
817,55,0,"Female",0,42764.28
818,48,0,"Female",0,75626.63
819,61,0,"Male",1,33975
820,42,0,"Female",NA,32512.5
821,58,0,"Female",0,72997.14
822,41,0,"Male",NA,56162
823,43,0,"Male",0,74270.97
824,42,0,"Female",0,48020.4
825,45,0,"Male",0,73688.78
826,42,0,"Female",0,87605.54
827,48,0,"Male",0,72086.34
828,49,0,"Male",0,36162.56
829,44,0,"Male",0,34306.5
830,47,0,"Male",0,33643.5
831,38,0,"Female",0,48292.67
832,46,0,"Male",0,87222.35
833,50,0,"Female",0,62953.65
834,50,1,"Male",0,30762
835,49,0,"Female",0,59000.36
836,42,0,"Male",0,50830.8
837,47,1,"Female",0,84004
838,41,0,"Male",0,48819.96
839,43,0,"Female",0,62936.23
